age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
45.0,b'State-gov',81853.0,b'Some-college',10.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'Asian-Pac-Islander',b'Female',0.0,0.0,40.0,b'United-States',b'>50K'
30.0,b'Private',147921.0,b'Assoc-voc',11.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,46.0,b'United-States',b'<=50K'
27.0,b'Private',29261.0,b'HS-grad',9.0,b'Married-AF-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
44.0,b'Private',257758.0,b'Doctorate',16.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
44.0,b'State-gov',136546.0,b'Doctorate',16.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,1902.0,40.0,b'United-States',b'>50K'
38.0,b'Private',205493.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Exec-managerial',b'Wife',b'White',b'Female',0.0,0.0,60.0,b'United-States',b'>50K'
19.0,b'Private',71650.0,b'HS-grad',9.0,b'Never-married',b'Farming-fishing',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
39.0,b'Private',150217.0,b'Some-college',10.0,b'Divorced',b'Sales',b'Not-in-family',b'White',b'Female',0.0,0.0,38.0,b'United-States',b'<=50K'
55.0,b'Self-emp-inc',258648.0,b'10th',6.0,b'Widowed',b'Transport-moving',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
17.0,b'Private',114798.0,b'10th',6.0,b'Never-married',b'Other-service',b'Own-child',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
43.0,b'Private',186188.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Local-gov',175255.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Wife',b'White',b'Female',0.0,0.0,35.0,b'United-States',b'<=50K'
45.0,b'Private',249935.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Farming-fishing',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'<=50K'
44.0,b'Private',120277.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,38.0,b'United-States',b'>50K'
26.0,b'Private',193165.0,b'Some-college',10.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,52.0,b'United-States',b'>50K'
32.0,b'Private',185027.0,b'Assoc-acdm',12.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,1887.0,40.0,b'Ireland',b'>50K'
21.0,b'Private',221418.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Own-child',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
43.0,b'Federal-gov',56063.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'<=50K'
34.0,b'Private',153927.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
33.0,b'State-gov',163110.0,b'Bachelors',13.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Male',0.0,0.0,20.0,b'United-States',b'<=50K'
40.0,b'Self-emp-inc',175696.0,b'HS-grad',9.0,b'Never-married',b'Sales',b'Not-in-family',b'White',b'Male',0.0,0.0,51.0,b'United-States',b'<=50K'
46.0,b'Private',143189.0,b'5th-6th',3.0,b'Never-married',b'Machine-op-inspct',b'Own-child',b'White',b'Female',0.0,0.0,40.0,b'Dominican-Republic',b'<=50K'
20.0,b'?',114969.0,b'HS-grad',9.0,b'Never-married',b'?',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
54.0,b'State-gov',32778.0,b'HS-grad',9.0,b'Widowed',b'Exec-managerial',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
23.0,b'Private',150683.0,b'Some-college',10.0,b'Never-married',b'Exec-managerial',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
58.0,b'Self-emp-inc',78104.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
25.0,b'Private',335005.0,b'Some-college',10.0,b'Married-civ-spouse',b'Protective-serv',b'Husband',b'White',b'Male',3137.0,0.0,40.0,b'United-States',b'<=50K'
50.0,b'Local-gov',311551.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',7688.0,0.0,50.0,b'United-States',b'>50K'
42.0,b'Self-emp-not-inc',201520.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
25.0,b'Private',124111.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Not-in-family',b'White',b'Female',0.0,0.0,38.0,b'United-States',b'<=50K'
60.0,b'Private',166386.0,b'11th',7.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Wife',b'Asian-Pac-Islander',b'Female',0.0,0.0,30.0,b'Hong',b'<=50K'
43.0,b'State-gov',117471.0,b'HS-grad',9.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
25.0,b'Private',361307.0,b'Bachelors',13.0,b'Never-married',b'Sales',b'Own-child',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
31.0,b'Private',142038.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Wife',b'White',b'Female',0.0,0.0,45.0,b'United-States',b'<=50K'
35.0,b'Private',276552.0,b'HS-grad',9.0,b'Divorced',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
48.0,b'Private',50402.0,b'Some-college',10.0,b'Divorced',b'Machine-op-inspct',b'Unmarried',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
43.0,b'Self-emp-not-inc',174090.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'>50K'
27.0,b'Private',277760.0,b'HS-grad',9.0,b'Divorced',b'Exec-managerial',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
24.0,b'Private',24243.0,b'HS-grad',9.0,b'Never-married',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,1590.0,40.0,b'United-States',b'<=50K'
44.0,b'Self-emp-inc',151089.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,1887.0,70.0,b'United-States',b'>50K'
52.0,b'Self-emp-not-inc',165278.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,22.0,b'United-States',b'<=50K'
49.0,b'Private',182752.0,b'Some-college',10.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'>50K'
31.0,b'Private',173002.0,b'HS-grad',9.0,b'Never-married',b'Adm-clerical',b'Own-child',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
59.0,b'Private',261232.0,b'11th',7.0,b'Divorced',b'Farming-fishing',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
27.0,b'Private',164607.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
38.0,b'Self-emp-not-inc',129573.0,b'Masters',14.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
51.0,b'Federal-gov',36186.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
24.0,b'Private',325744.0,b'HS-grad',9.0,b'Never-married',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
58.0,b'Self-emp-inc',329793.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'>50K'
46.0,b'Private',133616.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
55.0,b'Private',83401.0,b'5th-6th',3.0,b'Widowed',b'Machine-op-inspct',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
76.0,b'Private',239880.0,b'HS-grad',9.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,8.0,b'United-States',b'<=50K'
25.0,b'Private',201737.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
51.0,b'Private',192182.0,b'Some-college',10.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'White',b'Male',7298.0,0.0,40.0,b'United-States',b'>50K'
33.0,b'Private',143540.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
46.0,b'Private',28334.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
51.0,b'Private',245873.0,b'Some-college',10.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
42.0,b'Local-gov',199095.0,b'Assoc-voc',11.0,b'Widowed',b'Prof-specialty',b'Unmarried',b'Black',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
53.0,b'Private',104461.0,b'Bachelors',13.0,b'Never-married',b'Other-service',b'Not-in-family',b'White',b'Male',8614.0,0.0,50.0,b'Italy',b'>50K'
33.0,b'Local-gov',183923.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Wife',b'White',b'Female',7688.0,0.0,35.0,b'United-States',b'>50K'
30.0,b'Private',129707.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',99999.0,0.0,35.0,b'United-States',b'>50K'
41.0,b'Local-gov',575442.0,b'Some-college',10.0,b'Divorced',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
42.0,b'State-gov',184682.0,b'Assoc-acdm',12.0,b'Divorced',b'Other-service',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
34.0,b'Private',69251.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'Asian-Pac-Islander',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
31.0,b'Private',225507.0,b'Assoc-voc',11.0,b'Never-married',b'Other-service',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
46.0,b'Private',167515.0,b'Some-college',10.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,1977.0,50.0,b'United-States',b'>50K'
35.0,b'Private',407068.0,b'1st-4th',2.0,b'Married-spouse-absent',b'Other-service',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'Guatemala',b'<=50K'
40.0,b'Private',170019.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'?',b'<=50K'
46.0,b'Local-gov',125892.0,b'Some-college',10.0,b'Married-civ-spouse',b'Protective-serv',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
43.0,b'Local-gov',35824.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Wife',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'>50K'
35.0,b'Private',67083.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'Asian-Pac-Islander',b'Male',0.0,0.0,40.0,b'China',b'<=50K'
23.0,b'Private',107801.0,b'Bachelors',13.0,b'Never-married',b'Adm-clerical',b'Own-child',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
50.0,b'Self-emp-not-inc',95577.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Wife',b'White',b'Female',0.0,0.0,12.0,b'?',b'<=50K'
43.0,b'Private',118536.0,b'HS-grad',9.0,b'Divorced',b'Machine-op-inspct',b'Other-relative',b'Black',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
61.0,b'Private',198078.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
29.0,b'Private',78261.0,b'Prof-school',15.0,b'Never-married',b'Prof-specialty',b'Own-child',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
21.0,b'Private',234108.0,b'HS-grad',9.0,b'Never-married',b'Sales',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Local-gov',241998.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,1672.0,50.0,b'United-States',b'<=50K'
40.0,b'Private',92717.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Unmarried',b'Black',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
23.0,b'Private',257683.0,b'Bachelors',13.0,b'Never-married',b'Prof-specialty',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
90.0,b'Private',40388.0,b'Bachelors',13.0,b'Never-married',b'Exec-managerial',b'Not-in-family',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'<=50K'
24.0,b'Private',55424.0,b'Bachelors',13.0,b'Never-married',b'Exec-managerial',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
20.0,b'Private',169600.0,b'Some-college',10.0,b'Never-married',b'Prof-specialty',b'Own-child',b'White',b'Female',2176.0,0.0,12.0,b'United-States',b'<=50K'
40.0,b'Local-gov',319271.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'>50K'
37.0,b'Self-emp-not-inc',75050.0,b'Assoc-voc',11.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'<=50K'
31.0,b'Private',182896.0,b'HS-grad',9.0,b'Never-married',b'Craft-repair',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
22.0,b'Private',188274.0,b'HS-grad',9.0,b'Never-married',b'Transport-moving',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
25.0,b'Private',211497.0,b'Some-college',10.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
46.0,b'Private',113806.0,b'12th',8.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',7298.0,0.0,40.0,b'?',b'>50K'
47.0,b'Local-gov',172246.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'>50K'
48.0,b'Local-gov',219962.0,b'Assoc-voc',11.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'?',186815.0,b'Masters',14.0,b'Married-civ-spouse',b'?',b'Husband',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
26.0,b'?',132749.0,b'Bachelors',13.0,b'Never-married',b'?',b'Not-in-family',b'White',b'Female',0.0,0.0,80.0,b'United-States',b'<=50K'
28.0,b'Private',209801.0,b'9th',5.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Wife',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
20.0,b'State-gov',178517.0,b'Some-college',10.0,b'Never-married',b'Farming-fishing',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
51.0,b'Private',169364.0,b'Some-college',10.0,b'Divorced',b'Handlers-cleaners',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'Ireland',b'<=50K'
32.0,b'Federal-gov',164707.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'>50K'
55.0,b'Private',144084.0,b'10th',6.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
41.0,b'Local-gov',133692.0,b'Bachelors',13.0,b'Divorced',b'Protective-serv',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
46.0,b'Private',184169.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Wife',b'White',b'Female',7688.0,0.0,35.0,b'United-States',b'>50K'
45.0,b'Self-emp-inc',145290.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
65.0,b'Local-gov',24824.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
45.0,b'Private',178319.0,b'Doctorate',16.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',7688.0,0.0,50.0,b'United-States',b'>50K'
22.0,b'Private',235829.0,b'Some-college',10.0,b'Never-married',b'Adm-clerical',b'Own-child',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
22.0,b'?',196280.0,b'Some-college',10.0,b'Never-married',b'?',b'Own-child',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
42.0,b'Self-emp-not-inc',54202.0,b'Prof-school',15.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'>50K'
37.0,b'Private',220237.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',5178.0,0.0,40.0,b'United-States',b'>50K'
24.0,b'Private',59146.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Wife',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
67.0,b'Private',64148.0,b'Some-college',10.0,b'Divorced',b'Other-service',b'Unmarried',b'Black',b'Female',0.0,0.0,41.0,b'United-States',b'<=50K'
28.0,b'Private',196621.0,b'HS-grad',9.0,b'Married-spouse-absent',b'Tech-support',b'Not-in-family',b'White',b'Female',0.0,0.0,37.0,b'United-States',b'<=50K'
56.0,b'Private',195668.0,b'10th',6.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,35.0,b'Cuba',b'>50K'
31.0,b'State-gov',263000.0,b'Assoc-voc',11.0,b'Married-civ-spouse',b'Protective-serv',b'Husband',b'White',b'Male',0.0,0.0,38.0,b'United-States',b'<=50K'
33.0,b'Private',554986.0,b'Some-college',10.0,b'Separated',b'Exec-managerial',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
52.0,b'?',108211.0,b'7th-8th',4.0,b'Married-civ-spouse',b'?',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
45.0,b'Private',217654.0,b'Some-college',10.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'Germany',b'>50K'
53.0,b'Private',139671.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,1902.0,40.0,b'United-States',b'>50K'
47.0,b'Private',102771.0,b'7th-8th',4.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'Portugal',b'<=50K'
40.0,b'Private',213019.0,b'HS-grad',9.0,b'Divorced',b'Sales',b'Unmarried',b'White',b'Female',0.0,0.0,30.0,b'United-States',b'<=50K'
35.0,b'Private',228493.0,b'Some-college',10.0,b'Never-married',b'Sales',b'Own-child',b'White',b'Male',0.0,0.0,48.0,b'United-States',b'<=50K'
65.0,b'Self-emp-not-inc',22907.0,b'7th-8th',4.0,b'Married-civ-spouse',b'Farming-fishing',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
42.0,b'Private',24364.0,b'Some-college',10.0,b'Married-civ-spouse',b'Other-service',b'Wife',b'Black',b'Female',0.0,0.0,30.0,b'United-States',b'<=50K'
23.0,b'Federal-gov',41432.0,b'Bachelors',13.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Female',0.0,0.0,15.0,b'United-States',b'<=50K'
39.0,b'Private',235259.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
39.0,b'Private',343476.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,30.0,b'United-States',b'<=50K'
37.0,b'Private',326886.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
25.0,b'Private',248313.0,b'Assoc-voc',11.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
31.0,b'Self-emp-not-inc',30290.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
39.0,b'Private',188540.0,b'HS-grad',9.0,b'Divorced',b'Exec-managerial',b'Not-in-family',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
39.0,b'Private',237943.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,30.0,b'United-States',b'>50K'
25.0,b'Private',198870.0,b'Bachelors',13.0,b'Never-married',b'Adm-clerical',b'Own-child',b'Black',b'Male',0.0,0.0,35.0,b'United-States',b'<=50K'
30.0,b'Private',233980.0,b'11th',7.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
37.0,b'Private',171090.0,b'9th',5.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Wife',b'Black',b'Female',0.0,0.0,48.0,b'United-States',b'<=50K'
22.0,b'Private',353039.0,b'HS-grad',9.0,b'Never-married',b'Craft-repair',b'Unmarried',b'White',b'Female',0.0,0.0,36.0,b'Mexico',b'<=50K'
46.0,b'Federal-gov',213140.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,1977.0,40.0,b'United-States',b'>50K'
54.0,b'Private',188136.0,b'Bachelors',13.0,b'Divorced',b'Sales',b'Not-in-family',b'White',b'Female',0.0,1408.0,38.0,b'United-States',b'<=50K'
33.0,b'Private',130057.0,b'Assoc-acdm',12.0,b'Never-married',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
70.0,b'State-gov',345339.0,b'Bachelors',13.0,b'Never-married',b'Exec-managerial',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Private',182074.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
53.0,b'Local-gov',176557.0,b'Masters',14.0,b'Divorced',b'Prof-specialty',b'Unmarried',b'White',b'Female',0.0,0.0,50.0,b'United-States',b'<=50K'
55.0,b'State-gov',71630.0,b'HS-grad',9.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,1617.0,40.0,b'United-States',b'<=50K'
17.0,b'Private',159849.0,b'11th',7.0,b'Never-married',b'Protective-serv',b'Own-child',b'White',b'Female',0.0,0.0,30.0,b'United-States',b'<=50K'
36.0,b'Private',183425.0,b'Some-college',10.0,b'Divorced',b'Handlers-cleaners',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Self-emp-not-inc',125933.0,b'Prof-school',15.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'>50K'
40.0,b'Local-gov',180123.0,b'HS-grad',9.0,b'Married-spouse-absent',b'Farming-fishing',b'Own-child',b'Black',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Private',592930.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'Black',b'Male',0.0,0.0,50.0,b'United-States',b'>50K'
28.0,b'Private',183802.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'<=50K'
39.0,b'Private',77005.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',99999.0,0.0,40.0,b'United-States',b'>50K'
49.0,b'Private',80914.0,b'5th-6th',3.0,b'Never-married',b'Machine-op-inspct',b'Not-in-family',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
63.0,b'Self-emp-inc',165667.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
61.0,b'Private',123991.0,b'Some-college',10.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,20.0,b'United-States',b'<=50K'
48.0,b'Self-emp-inc',181307.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'>50K'
55.0,b'Private',124137.0,b'HS-grad',9.0,b'Married-spouse-absent',b'Machine-op-inspct',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'Poland',b'<=50K'
18.0,b'?',137363.0,b'Some-college',10.0,b'Never-married',b'?',b'Own-child',b'White',b'Female',0.0,0.0,4.0,b'United-States',b'<=50K'
20.0,b'Private',291979.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Sales',b'Other-relative',b'White',b'Male',0.0,0.0,20.0,b'United-States',b'<=50K'
49.0,b'Private',91251.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'Asian-Pac-Islander',b'Male',0.0,0.0,40.0,b'China',b'<=50K'
27.0,b'Federal-gov',148153.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'Asian-Pac-Islander',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
37.0,b'Private',131463.0,b'10th',6.0,b'Divorced',b'Other-service',b'Unmarried',b'White',b'Female',0.0,0.0,33.0,b'United-States',b'<=50K'
32.0,b'State-gov',127651.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Protective-serv',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
